State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10,latitude,longitude
Washington,Kitsap,2024,108,106,2,0,0,0,0,54,38,19,0,0,0,108,0,47.594502,-122.6474421
Washington,Kittitas,2024,121,106,15,0,0,0,0,79,53,22,0,0,0,121,0,47.1057471,-120.5849305
Washington,Lewis,2024,115,114,1,0,0,0,0,60,41,23,0,0,0,115,0,46.5612011,-122.422556
Washington,Mason,2024,121,116,5,0,0,0,0,55,43,19,0,0,0,121,0,47.3429635,-123.1822758
Washington,Okanogan,2024,121,75,46,0,0,0,0,76,61,39,0,0,0,121,0,48.5158513,-119.6527477
Washington,Pacific,2024,121,121,0,0,0,0,0,37,20,13,0,0,0,121,0,46.5334929,-123.768029
Washington,Pierce,2024,121,95,26,0,0,0,0,77,57,44,0,6,68,47,0,47.0022547,-122.2117983
Washington,Skagit,2024,121,121,0,0,0,0,0,42,36,21,0,0,0,121,0,48.4596092,-121.7332784
Washington,Snohomish,2024,121,79,42,0,0,0,0,96,59,41,0,0,0,121,0,48.0074736,-121.7304882
Washington,Spokane,2024,121,115,6,0,0,0,0,57,44,25,0,0,0,118,3,47.5354964,-117.4074674
Washington,Stevens,2024,121,85,36,0,0,0,0,87,60,34,0,0,0,101,20,48.4249969,-117.8489411
Washington,Thurston,2024,119,116,3,0,0,0,0,76,32,15,0,0,0,119,0,46.9319983,-122.8855155
Washington,Walla Walla,2024,121,109,12,0,0,0,0,79,50,19,0,0,0,79,42,46.2055155,-118.5174284
Washington,Whatcom,2024,115,114,1,0,0,0,0,51,44,28,0,0,0,115,0,48.8107819,-121.8828175
Washington,Whitman,2024,121,117,4,0,0,0,0,58,29,14,0,0,0,121,0,46.9428831,-117.5286172
Washington,Yakima,2024,121,91,30,0,0,0,0,88,58,33,0,0,0,120,1,46.4135961,-120.730253
West Virginia,Berkeley,2024,48,37,11,0,0,0,0,97,62,41,0,0,29,19,0,39.4535243,-78.0395522
West Virginia,Brooke,2024,121,86,35,0,0,0,0,66,56,37,0,0,0,121,0,40.2729451,-80.5699497
West Virginia,Cabell,2024,91,69,22,0,0,0,0,68,54,39,0,0,18,73,0,38.4200892,-82.2316907
West Virginia,Greenbrier,2024,31,28,3,0,0,0,0,58,49,42,0,0,31,0,0,37.961175,-80.450934
West Virginia,Hancock,2024,122,95,27,0,0,0,0,67,55,37,0,0,21,101,0,40.5071529,-80.5657591
West Virginia,Harrison,2024,27,24,3,0,0,0,0,58,51,24,0,0,0,27,0,39.2820223,-80.3789878
West Virginia,Kanawha,2024,92,81,11,0,0,0,0,66,53,31,4,0,43,45,0,38.3428208,-81.5089835
West Virginia,Marion,2024,27,22,5,0,0,0,0,57,51,25,0,0,0,27,0,39.5128606,-80.2258567
West Virginia,Marshall,2024,121,79,42,0,0,0,0,81,62,44,0,0,0,121,0,39.854861,-80.6616946
West Virginia,Monongalia,2024,48,43,5,0,0,0,0,57,51,39,0,0,30,18,0,39.6391074,-80.0300399
West Virginia,Ohio,2024,81,64,17,0,0,0,0,62,54,35,0,0,28,53,0,40.0984771,-80.6109467
West Virginia,Tucker,2024,146,139,7,0,0,0,0,71,48,38,0,0,146,0,0,39.1256758,-79.5607117
West Virginia,Wood,2024,48,40,8,0,0,0,0,60,55,39,0,0,26,22,0,39.2054823,-81.5185967
Wisconsin,Ashland,2024,91,87,4,0,0,0,0,59,43,35,0,0,67,24,0,46.2062319,-90.6802594
Wisconsin,Brown,2024,91,70,21,0,0,0,0,80,61,31,0,0,6,85,0,44.4383498,-88.0167093
Wisconsin,Columbia,2024,7,7,0,0,0,0,0,43,43,36,0,0,7,0,0,43.4641929,-89.3478429
Wisconsin,Dane,2024,91,67,24,0,0,0,0,74,57,38,0,0,2,86,3,43.0709273,-89.4322174
Wisconsin,Dodge,2024,92,74,18,0,0,0,0,66,53,37,1,0,57,34,0,43.413614,-88.7177834
Wisconsin,Door,2024,7,7,0,0,0,0,0,44,44,42,0,0,7,0,0,44.7615925,-87.5329747
Wisconsin,Eau Claire,2024,91,70,21,0,0,0,0,69,58,36,0,0,5,86,0,44.7257643,-91.3040313
Wisconsin,Fond du Lac,2024,7,7,0,0,0,0,0,41,41,36,0,0,7,0,0,43.7533414,-88.4493796
Wisconsin,Forest,2024,91,74,17,0,0,0,0,79,61,38,0,0,58,33,0,45.625108,-88.806738
Wisconsin,Grant,2024,91,63,28,0,0,0,0,80,57,40,0,0,0,91,0,42.8855277,-90.6991696
Wisconsin,Jackson,2024,33,27,6,0,0,0,0,95,57,27,0,0,0,33,0,44.3016847,-90.8085198
Wisconsin,Jefferson,2024,7,7,0,0,0,0,0,44,44,39,0,0,7,0,0,43.0224668,-88.7673031
Wisconsin,Kenosha,2024,91,71,20,0,0,0,0,73,62,36,0,0,26,65,0,42.5729233,-88.0679837
Wisconsin,La Crosse,2024,7,7,0,0,0,0,0,43,43,37,0,0,7,0,0,43.8890516,-91.0902393
Wisconsin,Manitowoc,2024,7,7,0,0,0,0,0,44,44,42,0,0,7,0,0,44.0998341,-87.827992
Wisconsin,Marathon,2024,91,76,15,0,0,0,0,67,54,29,0,0,7,84,0,44.8914036,-89.7748098
Wisconsin,Milwaukee,2024,92,68,24,0,0,0,0,79,66,41,1,8,5,74,4,43.018032500000004,-87.58075460628575
Wisconsin,Monroe,2024,87,72,15,0,0,0,0,68,55,32,0,0,0,87,0,43.9416755,-90.6397264
Wisconsin,Outagamie,2024,91,70,21,0,0,0,0,76,60,32,0,0,6,85,0,44.41603,-88.4602005
Wisconsin,Ozaukee,2024,91,75,16,0,0,0,0,69,54,28,0,0,7,84,0,43.3569041,-87.9579748
Wisconsin,Racine,2024,7,7,0,0,0,0,0,44,44,41,0,0,7,0,0,42.7303792,-87.68034968164059
Wisconsin,Rock,2024,7,7,0,0,0,0,0,42,42,37,0,0,7,0,0,42.6654418,-89.081772
Wisconsin,Sauk,2024,91,76,15,0,0,0,0,66,53,31,0,0,6,85,0,43.4401728,-89.9653841
Wisconsin,Sheboygan,2024,7,7,0,0,0,0,0,44,44,44,0,0,7,0,0,43.7128967,-87.9370433
Wisconsin,Taylor,2024,152,149,3,0,0,0,0,80,45,37,0,0,152,0,0,45.2057106,-90.4915874
Wisconsin,Vilas,2024,7,7,0,0,0,0,0,42,42,41,0,0,7,0,0,46.0382686,-89.4734462
Wisconsin,Walworth,2024,7,7,0,0,0,0,0,44,44,40,0,0,7,0,0,42.6711513,-88.5467715
Wisconsin,Waukesha,2024,91,70,21,0,0,0,0,73,58,36,0,0,6,85,0,43.0622536,-88.3123889
Wyoming,Albany,2024,182,126,54,2,0,0,0,115,67,47,0,0,135,32,15,41.6684047,-105.6812633
Wyoming,Campbell,2024,176,157,19,0,0,0,0,94,51,31,0,0,47,87,42,44.1908398,-105.5775352
Wyoming,Carbon,2024,91,91,0,0,0,0,0,35,19,8,0,91,0,0,0,41.7423474,-106.8625645
Wyoming,Converse,2024,92,92,0,0,0,0,0,46,43,37,1,0,85,0,6,43.0202459,-105.5046207
Wyoming,Fremont,2024,159,130,29,0,0,0,0,75,56,41,0,0,54,105,0,43.0293336,-108.5772551
Wyoming,Johnson,2024,91,91,0,0,0,0,0,45,41,34,0,0,88,0,3,44.0155638,-106.6140815
Wyoming,Laramie,2024,92,86,6,0,0,0,0,58,49,42,1,0,71,20,0,41.2737321,-104.7268231
Wyoming,Lincoln,2024,91,91,0,0,0,0,0,49,46,42,0,1,87,3,0,42.1765551,-110.7208048
Wyoming,Natrona,2024,91,89,2,0,0,0,0,53,44,38,0,0,88,3,0,42.9487008,-106.8465639
Wyoming,Park,2024,168,168,0,0,0,0,0,39,21,12,0,0,0,168,0,44.6076072,-109.5678484
Wyoming,Platte,2024,91,83,4,3,1,0,0,161,48,13,0,0,0,0,91,42.0923141,-104.9870991
Wyoming,Sheridan,2024,121,118,3,0,0,0,0,55,42,19,0,0,0,90,31,44.7947537,-106.8222688
Wyoming,Sublette,2024,151,116,34,1,0,0,0,101,67,46,0,0,149,2,0,42.736927,-109.9905911
Wyoming,Sweetwater,2024,176,173,2,1,0,0,0,118,44,32,0,1,85,87,3,41.6239475,-108.9702314
Wyoming,Teton,2024,182,154,28,0,0,0,0,93,58,43,0,0,145,27,10,43.9139214,-110.6380363
Wyoming,Uinta,2024,91,91,0,0,0,0,0,16,6,4,0,0,0,0,91,41.2631855,-110.5678519
Wyoming,Washakie,2024,145,144,1,0,0,0,0,63,19,8,0,0,0,145,0,43.9308684,-107.6704088
